Brand,Phone,GPRS,EDGE,LunchDate,Status,Weight,Body_x,Body_y,Body_z,DisplaySize,DisplayArea,pixel_y,pixel_x,Display_Resolution_ratio,ppi_dencity,OS,CPUCoreCount
alcatel409,1,False,False,2018.0,July,134.0,137.6,65.7,9.8,5.0,71.4,480.0,960.0,18:9,215.0,Android 8.1 Oreo ,4.0
alcatel409,1 (2021),False,False,2021.0,June 25,134.0,137.6,65.7,9.8,5.0,71.4,480.0,960.0,18:9,215.0,Android 11 ,4.0
alcatel409,10.16G,True,False,2015.0,,63.0,108.5,45.0,12.6,1.8,20.9,128.0,160.0,,,,
alcatel409,1B (2020),False,False,2020.0,January,168.0,146.1,71.6,9.9,5.5,74.6,720.0,1440.0,18:9,293.0,Android 10 ,4.0
alcatel409,1B (2022),False,False,2022.0,May 31,172.0,146.7,71.9,10.0,5.5,74.0,720.0,1440.0,18:9,293.0,Android 11 ,4.0
alcatel409,1L (2021),False,False,2021.0,January 12,179.0,155.9,74.5,9.9,6.1,78.6,720.0,1560.0,5:9,282.0,Android 11 ,4.0
alcatel409,1L Pro (2021),False,False,2021.0,June 25,190.0,156.4,74.8,9.7,6.1,78.1,720.0,1560.0,5:9,282.0,Android 11 ,8.0
alcatel409,1S (2020),False,False,2020.0,January,165.0,158.7,74.6,8.5,6.22,81.6,720.0,1520.0,19:9,270.0,Android 10,8.0
alcatel409,1S (2021),False,False,2021.0,January 12,190.0,165.6,75.6,8.8,6.52,82.0,720.0,1600.0,20:9,269.0,Android 11,8.0
alcatel409,1SE (2020),False,False,2020.0,October 28,175.0,159.2,75.2,8.7,6.22,80.7,720.0,1520.0,19:9,270.0,Android 10,8.0
alcatel409,1T 10,False,True,2018.0,February,415.0,255.0,155.0,9.4,10.1,74.8,1280.0,800.0,16:10,149.0,Android 8.1 ,4.0
alcatel409,1T 7,False,True,2018.0,February,245.0,189.5,111.0,9.2,7.0,65.6,600.0,1024.0,16:9,170.0,Android 8.1 ,4.0
alcatel409,1V (2020),False,False,2020.0,January,160.0,158.7,74.8,8.9,6.22,81.3,720.0,1520.0,19:9,270.0,Android 10,8.0
alcatel409,1V (2021),False,False,2021.0,February,190.0,165.2,75.5,8.9,6.52,82.3,720.0,1600.0,20:9,269.0,Android 11 ,4.0
alcatel409,1c (2019),False,False,2019.0,January,148.0,136.6,65.3,10.0,5.0,72.3,480.0,960.0,18:9,215.0,Android 8.1 Oreo ,4.0
alcatel409,1s,False,False,2019.0,February,146.0,147.8,70.7,8.6,5.5,74.7,720.0,1440.0,18:9,293.0,Android 9.0 ,8.0
alcatel409,1v (2019),False,False,2019.0,September,153.2,149.1,72.2,8.9,5.5,72.5,480.0,960.0,18:9,195.0,Android 9.0 Pie ,8.0
alcatel409,1x,False,False,2018.0,February,151.0,147.5,70.6,9.1,5.3,69.6,480.0,960.0,18:9,203.0,Android 8.1 ,4.0
alcatel409,1x (2019),False,False,2019.0,January,130.0,146.4,68.8,8.3,5.5,77.5,720.0,1440.0,18:9,293.0,Android 8.1 ,4.0
alcatel409,2000,True,False,2013.0,"November. Released 2013, November",89.0,112.0,61.5,12.8,2.4,25.9,240.0,320.0,4:3,167.0,,
alcatel409,2001,True,False,2013.0,"November. Released 2013, November",89.0,112.0,61.5,12.8,2.4,25.9,240.0,320.0,4:3,167.0,,
alcatel409,2005,True,False,2014.0,,85.0,120.0,50.0,10.0,2.4,29.7,240.0,320.0,4:3,167.0,,
alcatel409,2007,True,False,2015.0,,72.0,119.0,50.0,9.8,2.4,30.0,240.0,320.0,4:3,167.0,,
alcatel409,2010,True,False,2014.0,,95.0,106.0,52.5,13.6,2.4,32.1,240.0,320.0,4:3,167.0,,
alcatel409,2012,True,False,2014.0,,98.0,107.0,53.7,14.0,2.8,42.3,240.0,320.0,4:3,143.0,,
alcatel409,2040,True,False,2014.0,,77.9,123.4,51.5,12.4,2.4,28.1,240.0,320.0,4:3,167.0,,
alcatel409,2052,False,False,2014.0,,74.0,108.5,44.8,13.0,1.8,21.0,128.0,160.0,,114.0,,
alcatel409,3,False,False,2018.0,February,145.0,147.1,68.8,8.5,5.5,77.1,720.0,1440.0,18:9,293.0,Android 8.0 ,4.0
alcatel409,3 (2019),False,False,2019.0,February,145.0,151.1,69.7,8.0,5.94,82.2,720.0,1560.0,5:9,289.0,Android 8.1 ,8.0
alcatel409,3088,True,True,2019.0,,90.0,125.2,50.5,12.8,2.4,28.2,240.0,320.0,4:3,167.0,KaiOS 2.5.1,2.0
alcatel409,3L,False,False,2019.0,February,145.0,151.1,69.7,8.0,5.94,82.2,720.0,1560.0,5:9,289.0,Android 8.1 ,4.0
alcatel409,3L (2020),False,False,2020.0,January,165.0,158.7,74.6,8.5,6.22,81.6,720.0,1520.0,19:9,270.0,Android 10,8.0
alcatel409,3L (2021),False,False,2021.0,January 12,194.0,165.6,75.6,8.7,6.52,82.0,720.0,1600.0,20:9,269.0,Android 11,8.0
alcatel409,3T 10,False,False,2019.0,February,440.0,260.0,156.6,9.0,10.0,71.2,800.0,1280.0,16:10,151.0,Android 8.1 ,4.0
alcatel409,3T 8,False,False,2018.0,October 08,279.0,209.5,125.0,8.3,8.0,70.9,800.0,1280.0,16:10,189.0,Android 8.1 ,4.0
alcatel409,3T10 2020,False,False,2020.0,Q4,475.0,243.3,161.2,9.4,10.1,75.4,800.0,1280.0,16:10,149.0,Android 10,4.0
alcatel409,3X (2020),False,False,2020.0,June,186.0,165.0,75.0,9.1,6.52,82.9,720.0,1600.0,20:9,269.0,Android 10,8.0
alcatel409,3c,False,False,2018.0,January,169.0,161.0,76.0,7.9,6.0,75.9,720.0,1440.0,18:9,268.0,Android 7.1 ,4.0
alcatel409,3v,False,False,2018.0,February,155.0,162.0,76.0,8.1,6.0,75.5,1080.0,2160.0,18:9,402.0,Android 8.0 ,4.0
alcatel409,3v (2019),False,False,2019.0,Q2,197.9,174.5,83.3,8.4,6.7,79.7,720.0,1440.0,18:9,240.0,Android 9.0 ,8.0
alcatel409,3x (2018),False,False,2018.0,February,144.0,153.5,71.6,8.5,5.7,76.3,720.0,1440.0,18:9,282.0,Android 7.1 ,4.0
alcatel409,3x (2019),False,False,2019.0,September,178.0,164.9,75.8,8.4,6.52,82.1,720.0,1600.0,20:9,269.0,Android 9.0 ,8.0
alcatel409,5,False,False,2018.0,February,144.0,152.3,71.1,8.4,5.7,77.4,720.0,1440.0,18:9,282.0,Android 7.1 ,8.0
alcatel409,5v,False,False,2018.0,July,158.0,153.7,74.5,8.5,6.2,84.5,720.0,1500.0,,268.0,Android 8.1 ,8.0
alcatel409,7,False,False,2018.0,August,175.0,162.1,75.0,8.6,6.0,77.1,1080.0,2180.0,18:9,402.0,Android 8.1 ,8.0
alcatel409,A3,False,False,2017.0,February,,142.0,70.5,8.6,5.0,68.8,720.0,1280.0,16:9,294.0,Android 6.0 ,4.0
alcatel409,A3 XL,False,False,2017.0,January,,165.0,82.5,7.9,6.0,72.9,720.0,1280.0,16:9,245.0,Android 7.0 ,4.0
alcatel409,A5 LED,False,False,2017.0,February,,146.0,72.1,7.7,5.2,70.8,720.0,1280.0,16:9,282.0,Android 6.0 ,8.0
alcatel409,A7,False,False,2017.0,September,,152.7,76.5,9.0,5.5,71.4,1080.0,1920.0,16:9,401.0,Android 7.0 ,8.0
alcatel409,A7 XL,False,False,2017.0,September,175.0,159.6,81.5,8.7,6.0,76.3,1080.0,1920.0,16:9,367.0,Android 7.1 ,8.0
alcatel409,CareTime,True,False,2016.0,"January. Released 2016, Q3",,40.0,40.0,15.8,,,96.0,64.0,,121.0,Proprietary OS,
alcatel409,Crystal,True,False,2009.0,"October. Released 2009, Q4",85.0,94.3,46.2,19.4,1.8,23.4,,,,,,
alcatel409,ELLE GlamPhone,True,False,2009.0,"July. Released 2009, Q3",85.0,91.7,45.0,20.8,1.8,24.7,128.0,160.0,,114.0,,
alcatel409,ELLE No 3,True,False,2007.0,February,99.0,95.0,50.0,16.7,1.9,23.9,176.0,220.0,,148.0,,
alcatel409,Evolve,False,False,2013.0,"September. Released 2013, October",136.5,121.5,64.0,11.8,4.0,58.6,480.0,800.0,5:3,233.0,Android 4.1 ,
alcatel409,Evolve 2,False,False,2014.0,"October. Released 2014, October",121.1,121.6,64.5,11.7,4.0,58.1,480.0,800.0,5:3,233.0,Android 4.4.2 ,2.0
alcatel409,Fierce,False,False,2013.0,"September. Released 2013, October",130.0,130.3,67.0,9.0,4.5,63.9,540.0,960.0,16:9,245.0,Android 4.2 ,4.0
alcatel409,Fierce 2,False,False,2014.0,"August. Released 2014, September",149.1,141.0,71.9,9.9,5.0,68.0,540.0,960.0,16:9,220.0,Android 4.4.2 ,4.0
alcatel409,Fierce 4,False,False,2016.0,"August. Released 2016, August",163.9,150.9,77.0,8.1,5.5,71.8,720.0,1280.0,16:9,267.0,Android 6.0 ,4.0
alcatel409,Fierce XL,False,False,2015.0,"October. Released 2015, November",173.0,151.9,77.8,9.5,5.5,70.6,720.0,1280.0,16:9,267.0,Android 5.1.1 ,4.0
alcatel409,Fierce XL (Windows),False,False,2016.0,"January. Released 2016, February",174.0,151.9,77.8,9.5,5.5,70.6,720.0,1280.0,16:9,267.0,Microsoft Windows 10,4.0
alcatel409,Fire 7,False,False,2014.0,"February. Released 2014, Q2",285.0,,,,,,540.0,960.0,16:9,157.0,Firefox OS 1.3,2.0
alcatel409,Fire C,False,False,2014.0,"February. Released 2014, Q2",100.0,112.2,62.0,12.0,3.5,52.4,320.0,480.0,3:2,165.0,Firefox OS 1.3,2.0
alcatel409,Fire C 2G,True,True,2014.0,"October. Released 2014, October",93.0,112.2,62.0,12.0,3.5,52.4,320.0,480.0,3:2,165.0,Firefox OS 1.3,
alcatel409,Fire E,False,False,2014.0,"February. Released 2014, Q3",103.0,129.0,63.5,8.2,4.5,68.1,540.0,960.0,16:9,245.0,Firefox OS 1.3,2.0
alcatel409,Fire S,False,False,2014.0,February,126.0,129.5,63.5,8.5,4.5,67.9,540.0,960.0,16:9,245.0,Firefox 2.0,4.0
alcatel409,Flash,False,False,2014.0,"September. Released 2014, September",,152.1,76.2,8.1,5.5,72.0,720.0,1280.0,16:9,267.0,Android 4.4 ,8.0
alcatel409,Flash (2017),False,False,2017.0,April,155.0,152.6,75.4,8.7,5.5,72.5,1080.0,1920.0,16:9,401.0,Android 6.0 ,
alcatel409,Flash 2,False,False,2015.0,"September. Released 2015, September",140.0,145.8,70.4,9.0,5.0,67.1,720.0,1280.0,16:9,294.0,Android 5.1 ,8.0
alcatel409,Flash Plus,False,False,2015.0,"May. Released 2015, May",147.0,152.3,76.4,8.0,5.5,71.7,720.0,1280.0,16:9,267.0,Android 4.4.4 ,8.0
alcatel409,Flash Plus 2,False,False,2016.0,"May. Released 2016, May",157.0,152.6,76.4,8.2,5.5,71.5,1080.0,1920.0,16:9,401.0,Android 6.0 ,8.0
alcatel409,GO Watch,False,False,2015.0,"September. Released 2015, September",,50.5,50.5,13.0,,,240.0,204.0,,258.0,Proprietary OS,
alcatel409,Go Flip 3,False,False,2019.0,September 19,118.0,104.9,53.1,20.1,2.8,43.6,128.0,128.0,,,KaiOS 2.5.2,4.0
alcatel409,Go Flip 4,False,False,2021.0,September,133.0,107.3,55.6,19.9,2.8,40.7,128.0,128.0,,,KaiOS 3.0,4.0
alcatel409,Go Flip V,False,False,2019.0,July 11,118.0,104.9,52.8,18.7,2.8,43.8,128.0,128.0,,,KaiOS 2.5.2,4.0
alcatel409,Go Play,False,False,2015.0,"September. Released 2015, December",,143.3,73.3,9.2,5.0,65.6,720.0,1280.0,16:9,294.0,Android 5.0 ,4.0
alcatel409,HC 1000,False,False,1997.0,,172.0,143.0,60.0,23.0,,,,,,,,
alcatel409,HC 800,False,False,1997.0,,172.0,143.0,60.0,23.0,,,,,,,,
alcatel409,Hero,False,False,2013.0,"September. Released 2014, January",177.6,158.5,80.6,8.5,6.0,77.7,1080.0,1920.0,16:9,367.0,Android 4.2.2 ,4.0
alcatel409,Hero 2,False,False,2014.0,"September. Released 2014, September",175.0,160.5,81.6,7.9,6.0,75.8,1080.0,1920.0,16:9,367.0,Android 4.4.2 ,8.0
alcatel409,Hero 8,False,False,2014.0,"September. Released 2014, December",310.0,209.0,122.0,7.3,8.0,72.8,1200.0,1920.0,16:10,283.0,Android 4.4.2 ,8.0
alcatel409,Idol 2,False,False,2014.0,"February. Released 2014, Q2",128.0,136.0,70.0,7.3,5.0,72.4,540.0,960.0,16:9,220.0,Android 4.2 ,4.0
alcatel409,Idol 2 Mini,False,False,2014.0,"February. Released 2014, Q2",110.0,129.0,63.5,7.9,4.5,68.1,540.0,960.0,16:9,245.0,Android 4.3 ,4.0
alcatel409,Idol 2 Mini S,False,False,2014.0,"February. Released 2014, June",116.0,129.5,63.5,8.5,4.5,67.9,540.0,960.0,16:9,245.0,Android 4.3 ,4.0
alcatel409,Idol 2 S,False,False,2014.0,"February. Released 2014, June",126.0,136.5,69.7,7.5,5.0,72.4,720.0,1280.0,16:9,294.0,Android 4.3 ,4.0
alcatel409,Idol 3 (4.7),False,False,2015.0,"March. Released 2015, June",110.0,134.6,65.9,7.6,4.7,68.7,720.0,1280.0,16:9,312.0,Android 5.0.2 ,4.0
alcatel409,Idol 3 (5.5),False,False,2015.0,"March. Released 2015, June",141.0,152.7,75.1,7.4,5.5,72.7,1080.0,1920.0,16:9,401.0,Android 5.0.2 ,8.0
alcatel409,Idol 3C,False,False,2015.0,"September. Released 2015, Q4",,152.7,75.1,7.9,5.5,72.7,1080.0,1920.0,16:9,401.0,Android 5.0 ,8.0
alcatel409,Idol 4,False,False,2016.0,"February. Released 2016, June",135.0,147.0,72.5,7.1,5.2,69.9,1080.0,1920.0,16:9,424.0,Android 6.0.1 ,8.0
alcatel409,Idol 4s,False,False,2016.0,"February. Released 2016, July",149.0,153.9,75.4,7.0,5.5,71.9,1440.0,2560.0,16:9,534.0,Android 6.0.1 ,8.0
alcatel409,Idol 4s Windows,False,False,2016.0,"Q3. Released 2016, Q3",152.0,153.9,75.4,7.0,5.5,71.9,1080.0,1920.0,16:9,401.0,Microsoft Windows 10,4.0
alcatel409,Idol 5,False,False,2017.0,September,155.0,148.0,73.0,7.5,5.2,69.3,1080.0,1920.0,16:9,423.0,Android 7.1 ,4.0
alcatel409,Idol 5s,False,False,2017.0,September,147.0,148.6,72.0,7.5,5.2,69.7,1080.0,1920.0,16:9,424.0,Android 7.1 ,8.0
alcatel409,Idol 5s (USA),False,False,2017.0,June,148.8,148.6,70.9,7.4,5.2,70.8,1080.0,1920.0,16:9,424.0,Android 7.1 ,8.0
alcatel409,Idol Alpha,False,False,2013.0,"September. Released 2014, June",117.4,138.0,66.6,7.5,4.7,66.3,720.0,1280.0,16:9,312.0,Android 4.2 ,4.0
alcatel409,Idol Mini,False,False,2013.0,"August. Released 2013, December",96.0,127.1,62.0,7.9,4.3,64.7,480.0,854.0,16:9,228.0,Android 4.2 ,2.0
alcatel409,Idol S,False,False,2013.0,"August. Released 2013, December",110.0,133.5,66.8,7.4,4.7,68.3,720.0,1280.0,16:9,312.0,Android 4.2 ,2.0
alcatel409,Idol X,False,False,2013.0,"February. Released 2013, July",130.0,140.4,67.5,6.9,5.0,72.7,1080.0,1920.0,16:9,441.0,Android 4.2.1 ,4.0
alcatel409,Idol X+,False,False,2014.0,"January. Released 2014, Q2",125.0,140.4,69.1,7.9,5.0,71.0,1080.0,1920.0,16:9,441.0,Android 4.2.1 ,8.0
alcatel409,Lollipops,True,False,2007.0,February,84.0,88.0,45.5,21.0,1.8,25.5,128.0,160.0,,114.0,,
alcatel409,Mandarina Duck,True,False,2007.0,October,83.0,89.0,45.7,22.0,,,,,,,,
alcatel409,Mandarina Duck Moon,True,False,2008.0,"November. Released 2008, December",83.0,89.0,45.7,22.0,,,,,,,,
alcatel409,Miss Sixty,True,True,2010.0,"February. Released 2010, Q2",120.0,106.0,57.0,16.5,2.4,29.5,240.0,320.0,4:3,167.0,,
alcatel409,Miss Sixty 2009,True,False,2009.0,"July. Released 2009, Q3",85.0,94.3,46.2,19.4,1.8,23.4,,,,,,
alcatel409,Net,True,True,2010.0,"June. Released 2010, July",102.0,111.0,58.2,13.9,2.4,27.6,320.0,240.0,4:3,167.0,,
alcatel409,OT 153,False,False,2004.0,Q3,89.0,107.0,46.0,20.0,,,,,,,,
alcatel409,OT 155,False,False,2004.0,Q1,85.0,100.0,46.0,21.0,,,,,,,,
alcatel409,OT 156,False,False,2004.0,Q1,80.0,101.0,46.0,20.0,,,,,,,,
alcatel409,OT 300,False,False,2000.0,,103.0,109.0,45.0,22.0,,,,,,,,
alcatel409,OT 311,False,False,2001.0,,99.0,103.0,44.0,24.0,,,,,,,,
alcatel409,OT 320,False,False,2003.0,Q1,80.0,106.0,45.0,20.0,,,112.0,64.0,16:9,,,
alcatel409,OT 331,False,False,2003.0,Q2,77.0,98.0,42.0,20.0,,,96.0,65.0,3:2,,,
alcatel409,OT 332,False,False,2003.0,,77.0,98.0,43.0,20.0,,,96.0,65.0,3:2,,,
alcatel409,OT 355,True,False,2004.0,Q1,80.0,98.0,45.0,20.0,,,,,,,,
alcatel409,OT 500,False,False,2000.0,,103.0,103.0,42.0,23.0,,,,,,,,
alcatel409,OT 511,True,False,2001.0,,75.0,97.0,42.0,20.0,,,,,,,,
alcatel409,OT 512,False,False,2002.0,,75.0,97.0,42.0,20.0,,,,,,,,
alcatel409,OT 525,True,False,2002.0,Q4,75.0,98.0,42.0,21.0,,,,,,,,
alcatel409,OT 526,True,False,2003.0,Q1,75.0,98.0,42.0,21.0,,,,,,,,
alcatel409,OT 531,True,False,2003.0,March,95.0,116.0,47.0,20.0,,,,,,,,
alcatel409,OT 535,True,False,2003.0,July,88.0,106.0,47.0,20.0,,,,,,,,
alcatel409,OT 556,True,False,2004.0,Q1,93.0,108.0,48.0,21.0,,,,,,,,
alcatel409,OT 557,True,False,2004.0,Q3,93.0,107.7,48.2,21.4,,,,,,,,
alcatel409,OT 565,True,False,2004.0,Q4,93.0,107.0,48.0,21.0,,,,,,,,
alcatel409,OT 700,False,False,2000.0,,88.0,103.0,42.0,20.0,,,,,,,,
alcatel409,OT 715,True,False,2002.0,,88.0,116.0,43.0,20.0,,,,,,,,
alcatel409,OT 735,True,False,2003.0,September,89.0,106.0,47.0,20.0,,,,,,,,
alcatel409,OT 735i,True,False,2004.0,Q1,89.0,106.0,47.0,20.0,,,,,,,,
alcatel409,OT 756,True,False,2004.0,Q1,92.0,106.0,46.0,18.5,,,128.0,160.0,,,,
alcatel409,OT 757,True,False,2004.0,Q4,92.0,106.0,46.0,18.5,,,128.0,160.0,,,,
alcatel409,OT 835,True,False,2004.0,Q1,88.0,87.7,45.9,20.0,,,98.0,64.0,,,,
alcatel409,OT COM,False,False,1998.0,,230.0,151.0,62.0,24.0,,,,,,,,
alcatel409,OT Club,False,False,1998.0,,160.0,133.0,54.0,28.0,,,,,,,,
alcatel409,OT Club +,False,False,1998.0,,160.0,133.0,54.0,28.0,,,,,,,,
alcatel409,OT Club db,False,False,2000.0,,150.0,122.0,48.0,25.0,,,,,,,,
alcatel409,OT Easy,False,False,1998.0,,160.0,133.0,54.0,25.0,,,,,,,,
alcatel409,OT Easy HF,False,False,1998.0,,160.0,133.0,54.0,25.0,,,,,,,,
alcatel409,OT Easy db,False,False,2000.0,,150.0,122.0,48.0,25.0,,,,,,,,
alcatel409,OT Gum db,False,False,2000.0,,150.0,122.0,48.0,25.0,,,,,,,,
alcatel409,OT Max,False,False,1998.0,,160.0,133.0,54.0,25.0,,,,,,,,
alcatel409,OT Max db,False,False,2000.0,,150.0,122.0,48.0,25.0,,,,,,,,
alcatel409,OT Pocket,False,False,1999.0,,125.0,116.0,65.0,19.0,,,,,,,,
alcatel409,OT Pro,False,False,1998.0,,145.0,133.0,54.0,15.0,,,,,,,,
alcatel409,OT View,False,False,1998.0,,160.0,133.0,54.0,25.0,,,,,,,,
alcatel409,OT View db,False,False,2000.0,,150.0,133.0,54.0,25.0,,,96.0,64.0,3:2,,,
alcatel409,OT View db @,False,False,2000.0,,150.0,133.0,54.0,25.0,,,96.0,64.0,3:2,,,
alcatel409,OT-102,False,False,2009.0,February,69.0,98.0,42.5,18.5,1.3,12.1,96.0,64.0,3:2,89.0,,
alcatel409,OT-103,False,False,2009.0,June. Released 2009,63.0,106.0,46.0,14.5,1.3,10.3,96.0,64.0,3:2,89.0,,
alcatel409,OT-105,False,False,2010.0,,65.0,108.0,46.0,15.3,1.32,10.4,96.0,64.0,3:2,87.0,,
alcatel409,OT-106,False,False,2009.0,December,60.0,116.0,46.0,14.5,1.32,9.8,94.0,64.0,3:2,86.0,,
alcatel409,OT-108,False,False,2010.0,"February. Released 2010, July",65.0,108.0,46.0,15.3,1.32,10.4,96.0,64.0,3:2,87.0,,
alcatel409,OT-109,False,False,2011.0,"February. Released 2011, Q3",65.0,108.0,46.0,15.3,1.32,10.4,96.0,64.0,3:2,87.0,,
alcatel409,OT-111,False,False,2009.0,February,60.0,98.0,44.0,12.5,1.3,11.6,98.0,64.0,3:2,90.0,,
alcatel409,OT-112,False,False,2011.0,"February. Released 2011, Q3",67.0,108.0,46.0,15.3,1.32,10.4,96.0,64.0,3:2,87.0,,
alcatel409,OT-113,False,False,2011.0,"February. Released 2011, Q3",67.0,108.0,46.0,15.3,1.32,10.4,96.0,64.0,3:2,87.0,,
alcatel409,OT-117,False,False,2011.0,"August. Released 2011, August",61.0,106.0,46.0,14.5,1.32,10.6,96.0,64.0,3:2,87.0,,
alcatel409,OT-202,False,False,2009.0,February,69.0,98.0,44.0,12.5,1.3,11.7,96.0,64.0,3:2,89.0,,
alcatel409,OT-203,False,False,2009.0,June. Released 2009,63.0,106.0,46.0,14.5,1.5,14.9,128.0,128.0,1:1,121.0,,
alcatel409,OT-206,False,False,2009.0,April,60.0,106.0,46.0,14.5,1.5,14.9,128.0,128.0,1:1,121.0,,
alcatel409,OT-208,False,False,2010.0,"February. Released 2010, July",65.0,108.0,46.0,15.3,1.45,13.7,128.0,128.0,1:1,125.0,,
alcatel409,OT-209,False,False,2011.0,"February. Released 2011, July",68.0,108.0,46.0,15.3,1.45,13.7,128.0,128.0,1:1,125.0,,
alcatel409,OT-213,False,False,2011.0,"February. Released 2011, Q3",66.0,108.0,46.0,15.3,1.45,13.7,128.0,128.0,1:1,125.0,,
alcatel409,OT-216,True,False,2010.0,"February. Released 2010, Q2",60.0,106.0,46.0,14.5,1.5,14.9,128.0,128.0,1:1,121.0,,
alcatel409,OT-217,False,False,2011.0,"August. Released 2011, August",62.0,106.0,46.0,14.4,1.45,13.9,128.0,128.0,1:1,125.0,,
alcatel409,OT-222,True,False,2009.0,,71.0,90.0,44.5,11.3,1.45,16.9,128.0,128.0,1:1,125.0,,
alcatel409,OT-223,False,False,2010.0,,70.0,90.0,44.5,19.1,1.45,16.9,,,,,,
alcatel409,OT-228,False,False,2012.0,"January. Released 2012, January",63.0,106.0,46.0,14.4,1.45,13.9,128.0,128.0,1:1,125.0,,
alcatel409,OT-252,False,False,2010.0,"February. Released 2010, June",,100.5,58.0,12.0,1.8,17.5,160.0,128.0,,114.0,,
alcatel409,OT-255,True,False,2010.0,"February. Released 2010, June",76.0,100.5,58.0,12.0,1.8,17.5,128.0,160.0,,114.0,,
alcatel409,OT-280,True,False,2009.0,March,88.0,91.0,45.0,19.0,1.8,24.9,128.0,160.0,,114.0,,
alcatel409,OT-282,False,False,2011.0,"December. Released 2011, December",88.0,110.0,56.5,13.5,1.8,16.4,160.0,128.0,,114.0,,
alcatel409,OT-292,False,False,2012.0,"February. Released 2012, February",67.0,94.0,45.0,18.0,1.8,24.1,128.0,160.0,,114.0,,
alcatel409,OT-300,True,False,2010.0,"February. Released 2010, August",66.0,108.0,46.0,15.3,1.45,13.7,128.0,128.0,1:1,125.0,,
alcatel409,OT-301,True,False,2010.0,"February. Released 2010, September",69.0,108.0,46.0,15.3,1.5,14.6,128.0,128.0,1:1,121.0,,
alcatel409,OT-303,True,False,2009.0,March. Released 2009,66.0,107.0,46.0,12.1,1.8,20.7,128.0,160.0,,114.0,,
alcatel409,OT-305,True,False,2010.0,"February. Released 2010, February",67.4,107.0,46.0,14.3,1.45,13.8,128.0,128.0,1:1,125.0,,
alcatel409,OT-306,True,False,2011.0,"February. Released 2011, Q3",80.0,107.0,46.0,14.0,1.45,13.8,128.0,128.0,1:1,125.0,,
alcatel409,OT-308,True,False,2012.0,"February. Released 2012, February",69.0,109.0,46.0,14.0,1.5,14.5,128.0,128.0,1:1,121.0,,
alcatel409,OT-310,True,False,2012.0,"February. Released 2012, February",76.0,103.0,58.0,11.9,1.8,17.1,160.0,128.0,,114.0,,
alcatel409,OT-317D,True,False,2012.0,"March. Released 2012, March",71.0,109.0,46.0,14.0,1.8,20.3,120.0,160.0,,114.0,,
alcatel409,OT-318D,True,False,2012.0,"January. Released 2012, January",71.0,109.0,46.0,14.0,1.8,20.3,120.0,160.0,,114.0,,
alcatel409,OT-330,False,False,2011.0,Q2,,112.0,47.6,12.8,1.8,19.1,128.0,160.0,,114.0,,
alcatel409,OT-355,True,False,2011.0,"February. Released 2011, March",80.0,103.0,58.0,12.1,1.8,17.1,160.0,128.0,,114.0,,
alcatel409,OT-358,True,False,2012.0,"April. Released 2012, September",76.0,106.0,58.0,11.9,2.0,20.5,220.0,176.0,,141.0,,
alcatel409,OT-361,True,False,2011.0,"February. Released 2011, Q3",74.0,91.0,44.8,19.4,1.77,24.2,,,,,,
alcatel409,OT-363,True,False,2009.0,March. Released 2009,73.0,90.5,44.5,19.6,1.8,25.3,128.0,160.0,,114.0,,
alcatel409,OT-380,True,False,2010.0,"February. Released 2010, Q2",90.0,91.0,45.0,19.2,1.8,24.9,128.0,160.0,,114.0,,
alcatel409,OT-383,True,False,2009.0,June. Released 2009,73.0,91.0,45.0,19.2,1.8,24.9,128.0,160.0,,114.0,,
alcatel409,OT-385,True,False,2011.0,"August. Released 2011, Q3",85.0,105.0,58.0,12.0,2.0,20.7,220.0,176.0,,141.0,,
alcatel409,OT-505,True,False,2010.0,"February. Released 2010, February",69.6,107.0,46.0,14.3,1.77,20.0,128.0,160.0,,116.0,,
alcatel409,OT-506,True,False,2011.0,"February. Released 2011, Q3",80.0,106.0,46.0,13.4,1.77,20.2,128.0,160.0,,116.0,,
alcatel409,OT-508A,True,False,2010.0,"February. Released 2010, Q2",69.6,107.0,46.0,14.3,1.8,20.7,128.0,160.0,,114.0,,
alcatel409,OT-565,True,False,2010.0,"February. Released 2010, July",69.6,96.0,46.8,16.8,1.77,21.9,,,,,,
alcatel409,OT-585,True,False,2011.0,"July. Released 2011, July",87.0,105.0,58.0,12.0,2.0,20.7,220.0,176.0,,141.0,,
alcatel409,OT-595,True,False,2012.0,"April. Released 2012, April",101.0,88.0,58.0,15.5,2.0,24.7,220.0,176.0,,141.0,,
alcatel409,OT-600,True,False,2009.0,"March. Released 2009, May",90.0,105.0,44.9,11.9,1.8,21.6,128.0,160.0,,114.0,,
alcatel409,OT-602,True,False,2011.0,"July. Released 2011, July",,101.5,52.5,12.8,2.4,33.5,240.0,320.0,4:3,167.0,,
alcatel409,OT-605,True,False,2012.0,"August. Released 2012, August",,98.0,54.0,12.7,2.4,33.7,240.0,320.0,4:3,167.0,,
alcatel409,OT-606 One Touch CHAT,True,False,2010.0,"February. Released 2010, June",109.2,109.0,51.0,16.5,2.2,27.0,240.0,320.0,4:3,182.0,,
alcatel409,OT-660,True,False,2009.0,June. Released 2009,82.0,94.3,46.2,19.4,1.8,23.4,128.0,160.0,,114.0,,
alcatel409,OT-665,True,False,2011.0,"February. Released 2011, Q3",77.0,96.0,48.0,16.8,1.77,21.4,,,,,,
