Device,BatterymAh,price_prep,Chipset,GPU,display_type_prep,Brand,GPRS,EDGE,LunchDate,Status,Weight,Body_x,Body_y,Body_z,DisplaySize,DisplayArea,pixel_y,pixel_x,Display_Resolution_ratio,ppi_dencity,OS,CPUCoreCount,main_camera_configuration,selfie_camera_configuration,has_loudspeaker,has_jack,WLAN,NFC,bluetooth_version
Tab 2 A7-10,3450,90 EUR,Mediatek MT8127 (28 nm),Mali-450MP4,IPS,Lenovo246,False,False,2015.0,"January. Released 2015, January",269.0,189.0,105.0,9.3,7.0,69.5,600.0,1024.0,16:9,170.0,Android 4.4 ,4.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab 2 A7-20,3450,100 EUR,Mediatek MT8127 (28 nm),Mali-450MP4,IPS,Lenovo246,False,False,2015.0,"January. Released 2015, January",269.0,189.0,105.0,9.3,7.0,69.5,600.0,1024.0,16:9,170.0,Android 4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab 2 A7-30,3450,110 EUR,Mediatek MT8382M (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2015.0,"January. Released 2015, April",269.0,191.0,105.0,8.9,7.0,68.8,600.0,1024.0,16:9,170.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab 2 A8-50,4290,120 EUR,Mediatek MT8735 (28 nm) - 4G modelMediatek MT8161 (28 nm) - Wi-Fi model,Mali-T720MP2,IPS,Lenovo246,True,True,2015.0,"March. Released 2015, June",360.0,210.0,125.0,8.9,8.0,74.6,800.0,1280.0,16:10,184.0,Android 5.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Tab 4 10,7000,180 EUR,Qualcomm MSM8917 Snapdragon 425 (28 nm) (Wi-Fi/LTE model)Qualcomm APQ8017 (Wi-Fi only model),Adreno 306,IPS,Lenovo246,False,False,2017.0,February,500.0,247.0,171.0,8.3,10.1,70.0,800.0,1280.0,16:10,149.0,Android 7.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab 4 10 Plus,7000,270 EUR,Qualcomm MSM8953 Snapdragon 625 (14 nm) - Wi-Fi/LTEQualcomm APQ8053 - Wi-Fi only,Adreno 506,IPS,Lenovo246,False,False,2017.0,February,475.0,247.0,173.0,7.0,10.1,69.2,1200.0,1920.0,16:10,224.0,Android 7.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Tab 4 8,4850,170 EUR,Qualcomm MSM8917 Snapdragon 425 (28 nm) (Wi-Fi/LTE model)Qualcomm APQ8017 (Wi-Fi only model),Adreno 306,IPS,Lenovo246,False,False,2017.0,February 27,310.0,211.0,124.0,8.2,8.0,70.9,800.0,1280.0,16:10,189.0,Android 7.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab 4 8 Plus,4850,200 EUR,Qualcomm MSM8953 Snapdragon 625 (14 nm) - Wi-Fi/LTEQualcomm APQ8053 - Wi-Fi only,Adreno 506,IPS,Lenovo246,False,False,2017.0,February,300.0,210.0,123.0,7.0,8.0,71.8,1200.0,1920.0,16:10,283.0,Android 7.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Tab 7,3500,100 EUR,Mediatek MT8161 (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2017.0,November,260.0,193.0,98.7,8.4,7.0,70.9,720.0,1280.0,16:9,210.0,Android 7.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab 7 Essential,3450,80 EUR,"Mediatek MT8167D (Wi-Fi), Mediatek MT8735D (LTE)","PowerVR GE8300 (Wi-Fi), Mali-T720MP2 (LTE)",IPS,Lenovo246,False,False,2017.0,November,254.0,194.8,102.0,8.8,7.0,69.4,600.0,1024.0,16:9,170.0,Android 7.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/g/n,False,4.0
Tab Extreme,12300,880 EUR,Mediatek Dimensity 9000 (4 nm),Mali-G710 MC10,OLED,Lenovo246,False,False,2023.0,January 05,740.0,327.8,210.8,5.9,14.5,88.2,1876.0,3000.0,16:10,244.0,Android 13,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6e,False,5.3
Tab K10,7700,170 EUR,Mediatek MT6762 Helio P22T (12 nm),PowerVR GE8320,IPS,Lenovo246,False,False,2021.0,May 19,460.0,244.0,153.0,8.2,10.3,82.4,1200.0,1920.0,16:10,220.0,Android 11,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M10,7700,400 EUR,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Adreno 619,IPS,Lenovo246,False,False,2023.0,July 14,490.0,160.3,252.7,8.3,10.6,79.0,1200.0,2000.0,5:3,220.0,Android 13,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Tab M10 Gen 3,5100,200 EUR,Unisoc T610 (12 nm),Mali-G52 MP2,IPS,Lenovo246,False,False,2022.0,September,460.0,239.8,158.6,8.5,10.1,77.8,1200.0,1920.0,16:10,224.0,Android 11,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M10 HD Gen 2,5000,170 EUR,Mediatek MT6762 Helio P22T (12 nm),PowerVR GE8320,IPS,Lenovo246,False,False,2020.0,August 31,420.0,241.5,149.4,8.3,10.1,82.0,800.0,1280.0,16:10,149.0,Android 10,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M10 Plus (3rd Gen),7700,260 EUR,Qualcomm SM6225 Snapdragon 680 4G (6 nm) - LTE modelMediatek MT6769V/CU Helio G80 (12 nm) - Wi-Fi only model,Adreno 610 - LTE modelMali-G52 MC2 - Wi-Fi only model,IPS,Lenovo246,False,False,2022.0,May,465.0,251.2,158.8,7.5,10.61,80.3,1200.0,2000.0,5:3,220.0,Android 12,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M11,7040,170 EUR,Mediatek MT6769H Helio G88 (12nm),Mali-G52 MC2,IPS,Lenovo246,False,False,2024.0,January 09,465.0,166.3,225.3,7.2,11.0,93.6,1200.0,1920.0,16:10,206.0,Android 13,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Tab M7,3590,100 EUR,Mediatek MT8321 (28 nm) - Wi-FiMediatek MT8765B - Wi-Fi/LTE,Mali-400,IPS,Lenovo246,False,False,2019.0,September,236.0,176.3,102.9,8.3,7.0,76.0,600.0,1024.0,16:9,170.0,Android 9.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Tab M7 (3rd Gen),3750,120 EUR,Mediatek MT8166 - Wi-Fi versionMediatek MT8766 - LTE version,None,TDDI,Lenovo246,False,False,2021.0,June 28,237.0,176.2,102.3,8.3,7.0,76.5,600.0,1024.0,16:9,170.0,Android 11 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M8 (4th Gen),5100,150 EUR,Mediatek MT8768 Helio A22 (12 nm),PowerVR GE8320,IPS,Lenovo246,False,False,2023.0,April 22,320.0,197.8,119.8,9.0,8.0,78.3,800.0,1280.0,16:10,189.0,Android 13,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M8 (FHD),5100,160 EUR,Mediatek MT6762 Helio P22T (12 nm),PowerVR GE8320,IPS,Lenovo246,False,False,2019.0,September,305.0,198.2,122.6,8.2,8.0,76.4,1200.0,1920.0,16:10,283.0,Android 9.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M8 (HD),5000,140 EUR,Mediatek MT6761 Helio A22 (12 nm),PowerVR GE8320,IPS,Lenovo246,False,False,2019.0,September,305.0,199.1,121.8,8.2,8.0,76.5,800.0,1280.0,16:10,189.0,Android 9.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab M9,5100,180 EUR,Mediatek MT6769V/CU Helio G80 (12 nm),Mali-G52 MC2,IPS,Lenovo246,False,False,2022.0,December 20,344.0,215.4,136.8,8.0,9.0,78.1,800.0,1340.0,5:3,173.0,Android 12,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Tab P11,7700,200 EUR,Qualcomm SM6115 Snapdragon 662 (11 nm),Adreno 610,IPS,Lenovo246,False,False,2021.0,January 07,490.0,258.4,163.0,7.5,11.0,81.8,1200.0,2000.0,5:3,212.0,Android 10,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.1
Tab P11 5G,7700,500 EUR,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),Adreno 619,IPS,Lenovo246,False,False,2021.0,September 08,520.0,258.0,163.0,7.9,11.0,81.9,1200.0,2000.0,5:3,212.0,Android 11,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.1
Tab P11 Gen 2,7700,350 EUR,Mediatek Helio G99 (6nm),Mali-G57 MC2,IPS,Lenovo246,False,False,2022.0,September 01,520.0,269.1,169.4,7.4,11.5,82.6,1200.0,2000.0,5:3,203.0,Android 12L,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac/6e,False,5.2
Tab P11 Plus,7700,300 EUR,Mediatek MT6785 Helio G90T (12 nm),Mali-G76 MC4,IPS,Lenovo246,False,False,2021.0,June 28,490.0,258.4,163.0,7.5,11.0,81.8,1200.0,2000.0,5:3,212.0,Android 11,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Tab P11 Pro,8600,550 EUR,Qualcomm SDM730 Snapdragon 730G (8 nm),Adreno 618,OLED,Lenovo246,False,False,2020.0,August 31,485.0,264.3,171.4,6.9,11.5,84.6,1600.0,2560.0,16:10,263.0,Android 10,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Tab P11 Pro Gen 2,8200,500 EUR,Mediatek MT8797 Kompanio 1300T (6 nm),Mali-G77 MC9,OLED,Lenovo246,False,False,2022.0,September 01,480.0,263.7,166.7,6.8,11.2,81.2,1536.0,2560.0,5:3,267.0,Android 12,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.1
Tab P12,10200,400 EUR,Mediatek Dimensity 7050 (6 nm),Mali-G68 MC4,IPS,Lenovo246,False,False,2023.0,July 28,615.0,293.3,190.7,6.9,12.7,83.6,1840.0,2944.0,16:10,273.0,Android 13,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.1
Tab P12 Pro,10200,520 EUR,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Adreno 650,AMOLED,Lenovo246,False,False,2021.0,September 08,565.0,285.6,184.5,5.6,12.6,87.4,1600.0,2560.0,16:10,240.0,Android 11,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.2
Tab S8,4290,150 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),IPS,Lenovo246,True,True,2014.0,"September. Released 2014, September",299.0,209.8,123.8,7.9,8.0,71.4,1200.0,1920.0,16:10,283.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab V7,5180,250 EUR,Qualcomm SDM450 Snapdragon 450 (14 nm),Adreno 506,IPS,Lenovo246,False,False,2019.0,February,195.0,177.9,86.5,7.9,6.95,79.6,1080.0,2160.0,18:9,350.0,Android 9.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Tab3 10,7000,280 EUR,Mediatek MT8161 (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2016.0,"February. Released 2016, June",509.0,247.0,171.0,8.9,10.1,70.0,1920.0,1200.0,16:10,224.0,Android 6.0.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.0
Tab3 7,3450,80 EUR,Mediatek MT8161 (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2016.0,"February. Released 2016, April",260.0,191.0,100.0,8.8,7.0,72.2,600.0,1024.0,16:9,170.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab3 8,4290,120 EUR,Mediatek MT8161 (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2016.0,"February. Released 2016, June",329.0,210.0,125.0,8.9,8.0,70.7,800.0,1280.0,16:10,189.0,Android 6.0.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tab3 8 Plus,4250,170 EUR,Qualcomm MSM8953 Snapdragon 625 (14 nm),Adreno 506,IPS,Lenovo246,False,False,2017.0,March,329.0,210.0,125.0,8.9,8.0,70.7,1200.0,1920.0,16:10,283.0,Android 6.0.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.0
Tempo X,2200,70 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,IPS,ZTE369,False,False,2017.0,September,141.8,145.5,71.9,9.1,5.0,65.9,480.0,854.0,16:9,196.0,Android 7.1.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Tetra,2050,40 EUR,Mediatek MT6739WM (28 nm),PowerVR GE8100,IPS,alcatel409,False,False,2018.0,September,150.0,142.5,71.9,9.4,5.0,67.2,480.0,854.0,16:9,196.0,Android 8.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Thrill 4G P925,1500,230 EUR,TI OMAP 4430,PowerVR SGX540,3D,LG667,False,False,2011.0,"March. Released  2011, August",168.0,128.8,68.0,11.9,4.3,60.1,480.0,800.0,5:3,217.0,Android 2.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
Transformer Pad TF103C,5000,220 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),IPS,Asus203,False,False,2014.0,"June. Released 2014, June",550.0,257.5,178.4,9.9,10.1,64.4,800.0,1280.0,16:10,149.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Transformer Pad TF303CL,6600,400 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),IPS,Asus203,False,False,2014.0,"June. Released 2014, Q3",595.0,257.4,178.4,9.9,10.1,64.4,1920.0,1200.0,16:10,224.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Tribute,2100,50 EUR,Qualcomm MSM8926 Snapdragon 400 (28 nm),Adreno 305,IPS,LG667,False,False,2014.0,"September. Released 2014, October",138.9,127.5,67.8,10.7,4.5,66.7,480.0,800.0,5:3,207.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tribute 2,1900,90 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,LG667,False,False,2015.0,"July. Released 2015, July",138.9,129.9,64.9,10.9,4.5,66.2,480.0,854.0,16:9,218.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Tribute Empire,2500,70 EUR,Mediatek MT6750 (28 nm),Mali-T860MP2,IPS,LG667,False,False,2019.0,January,140.1,144.8,71.8,8.1,5.0,66.3,720.0,1280.0,16:9,294.0,Android 8.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
U Play,2500,150 EUR,Mediatek MT6755 Helio P10 (28 nm),Mali-T860MP2,Super,HTC287,False,False,2017.0,January,145.0,146.0,72.9,8.0,5.2,68.7,1080.0,1920.0,16:9,428.0,Android 6.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,4.2
U Ultra,3000,250 EUR,Qualcomm MSM8996 Snapdragon 821 (14 nm),Adreno 530,Super,HTC287,False,False,2017.0,January 12,170.0,162.4,79.8,8.0,5.7,69.7,1440.0,2560.0,16:9,513.0,Android 7.0 ,4.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,4.2
U11,3000,300 EUR,Qualcomm MSM8998 Snapdragon 835 (10 nm),Adreno 540,Super,HTC287,False,False,2017.0,May 16,169.0,153.9,75.9,7.9,5.5,71.4,1440.0,2560.0,16:9,534.0,Android 7.1 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,4.2
U11 Eyes,3930,300 EUR,Qualcomm MSM8976 Snapdragon 652 (28 nm),Adreno 510,Super,HTC287,False,False,2018.0,January,185.0,157.9,75.0,8.5,6.0,78.4,1080.0,2160.0,18:9,402.0,Android 8.0 ,8.0,Single,Dual,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,4.2
U11 Life,2600,210 EUR,Qualcomm SDM630 Snapdragon 630 (14 nm),Adreno 508,Super,HTC287,False,False,2017.0,November,142.0,149.1,72.9,8.1,5.2,68.6,1080.0,1920.0,16:9,424.0,Android 8.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
U11+,3930,450 EUR,Qualcomm MSM8998 Snapdragon 835 (10 nm),Adreno 540,Super,HTC287,False,False,2017.0,November 02,188.0,158.5,74.9,8.5,6.0,78.3,1440.0,2880.0,18:9,537.0,Android 8.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
U12 life,3600,230 EUR,Qualcomm SDM636 Snapdragon 636 (14 nm),Adreno 509,IPS,HTC287,False,False,2018.0,August,175.0,158.5,75.4,8.3,6.0,77.7,1080.0,2160.0,18:9,402.0,Android 8.1 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
U12+,3500,450 EUR,Qualcomm SDM845 Snapdragon 845 (10 nm),Adreno 630,Super,HTC287,False,False,2018.0,May 23,188.0,156.6,73.9,8.7,6.0,80.3,1440.0,2880.0,18:9,537.0,Android 8.0 ,8.0,Dual,Dual,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
U19e,3930,420 EUR,Qualcomm SDM710 Snapdragon 710 (10 nm),Adreno 616,OLED,HTC287,False,False,2019.0,June 11,180.0,156.6,75.9,8.0,6.0,78.2,1080.0,2160.0,18:9,402.0,Android 9.0 ,8.0,Dual,Dual,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
U23 Pro,4600,27,Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),Adreno 644,OLED,HTC287,False,False,2023.0,May 18,205.0,166.6,77.1,8.9,6.7,84.4,1080.0,2400.0,20:9,393.0,Android 13,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.2
Ultra Tab,7040,320 EUR,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Adreno 610,IPS,LG667,False,False,2022.0,August 05,458.0,247.6,157.3,7.1,10.35,78.3,1200.0,2000.0,5:3,225.0,Android 12,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
V20,3200,190 EUR,Qualcomm MSM8996 Snapdragon 820 (14 nm),Adreno 530,IPS,LG667,False,False,2016.0,"September 07. Released 2016, October 21",174.0,159.7,78.1,7.6,5.7,72.4,1440.0,2560.0,16:9,513.0,Android 7.0 ,4.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,4.2
V30,3300,500 EUR,Qualcomm MSM8998 Snapdragon 835 (10 nm),Adreno 540,P-OLED,LG667,False,False,2017.0,August 31,158.0,151.7,75.4,7.3,6.0,81.2,1440.0,2880.0,18:9,537.0,Android 7.1.2 ,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
V30S ThinQ,3300,300 EUR,Qualcomm MSM8998 Snapdragon 835 (10 nm),Adreno 540,P-OLED,LG667,False,False,2018.0,February,158.0,151.7,75.4,7.3,6.0,80.9,1440.0,2880.0,18:9,538.0,Android 8.0 ,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
V35 ThinQ,3300,350 EUR,Qualcomm SDM845 Snapdragon 845 (10 nm),Adreno 630,P-OLED,LG667,False,False,2018.0,May,157.0,151.7,75.4,7.3,6.0,80.9,1440.0,2880.0,18:9,538.0,Android 8.0 ,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
V40 ThinQ,3300,330 EUR,Qualcomm SDM845 Snapdragon 845 (10 nm),Adreno 630,P-OLED,LG667,False,False,2018.0,October 03,169.0,158.8,75.7,7.6,6.4,83.6,1440.0,3120.0,5:9,537.0,Android 8.1 ,8.0,Triple,Dual,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
V5 Lux,2400,210 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,ZTE369,True,True,2015.0,"February. Released 2015, February",165.0,139.0,71.0,9.0,5.0,69.8,720.0,1280.0,16:9,294.0,Android 4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
V50 ThinQ 5G,4000,550 EUR,Qualcomm SM8150 Snapdragon 855 (7 nm),Adreno 640,P-OLED,LG667,False,False,2019.0,February 24,183.0,159.2,76.1,8.3,6.4,82.7,1440.0,3120.0,5:9,538.0,Android 9.0 ,8.0,Triple,Dual,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
V50S ThinQ 5G,4000,1100 EUR,Qualcomm SM8150 Snapdragon 855 (7 nm),Adreno 640,OLED,LG667,False,False,2019.0,October,192.0,159.3,75.8,8.4,6.4,83.3,1080.0,2340.0,5:9,403.0,Android 9.0 ,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
Velocity 4G,1620,200 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,S-LCD,HTC287,False,False,2012.0,"January. Released 2012, January",163.8,128.8,67.0,11.3,4.5,64.7,540.0,960.0,16:9,245.0,Android 2.3.7 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Velocity 4G Vodafone,1620,160 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,S-LCD,HTC287,False,False,2012.0,"February. Released 2012, May",163.8,128.8,67.0,11.3,4.5,64.7,540.0,960.0,16:9,245.0,Android 2.3,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Vibe A,1700,50 EUR,Spreadtrum SC7731G,Mali-400MP2,TFT,Lenovo246,False,False,2016.0,"July. Released 2016, July",132.0,124.5,64.0,10.6,4.0,57.2,480.0,800.0,5:3,233.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
Vibe C,2300,90 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,IPS,Lenovo246,False,False,2016.0,"May. Released 2016, May",166.0,143.5,71.8,9.0,5.0,66.9,480.0,854.0,16:9,196.0,Android 5.1.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Vibe K4 Note,3300,190 EUR,Mediatek MT6753 (28 nm),Mali-T720MP3,IPS,Lenovo246,False,False,2016.0,"January 05. Released 2016, January 05",158.0,153.6,76.5,9.2,5.5,71.0,1080.0,1920.0,16:9,401.0,Android 5.1.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.0
Vibe K5,2750,120 EUR,Qualcomm MSM8929 Snapdragon 415 (28 nm),Adreno 405,IPS,Lenovo246,False,False,2016.0,"February 21. Released 2016, June 13",142.0,142.0,71.0,8.0,5.0,68.4,720.0,1280.0,16:9,294.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Vibe K5 Plus,2750,140 EUR,Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Adreno 405,IPS,Lenovo246,False,False,2016.0,"February. Released 2016, April",142.0,142.0,71.0,8.0,5.0,68.4,1080.0,1920.0,16:9,441.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Vibe P1,5000,380 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,IPS,Lenovo246,False,False,2015.0,"September. Released 2015, October",189.0,152.9,75.6,9.9,5.5,72.1,1080.0,1920.0,16:9,401.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.1
Vibe P1 Turbo,4900,260 EUR,Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Adreno 405,IPS,Lenovo246,False,False,2016.0,"February. Released 2016, February",189.0,152.9,75.6,9.9,5.5,72.1,1080.0,1920.0,16:9,401.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n/ac,True,4.1
Vibe P1m,4000,110 EUR,Mediatek MT6735P (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2015.0,"September. Released 2015, October",148.0,141.0,71.8,9.3,5.0,68.1,720.0,1280.0,16:9,294.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Vibe S1,2420,270 EUR,Mediatek MT6752 (28 nm),Mali-T760MP2,IPS,Lenovo246,False,False,2015.0,"September. Released 2015, November",132.0,143.3,70.8,7.8,5.0,67.9,1080.0,1920.0,16:9,441.0,Android 5.0 ,8.0,Single,Dual,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Vibe S1 Lite,2700,210 EUR,Mediatek MT6753 (28 nm),Mali-T760MP2,IPS,Lenovo246,False,False,2016.0,"January. Released 2016, May",129.0,145.0,71.0,8.6,5.0,66.9,1080.0,1920.0,16:9,441.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Vibe Shot,3000,300 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,IPS,Lenovo246,False,False,2015.0,"March. Released 2015, June",145.0,142.0,70.0,7.3,5.0,69.3,1080.0,1920.0,16:9,441.0,Android 5.0.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.1
Vibe X S960,2000,420 EUR,Mediatek MT6589T (28 nm),PowerVR SGX544MP2,IPS,Lenovo246,False,False,2013.0,"September. Released 2013, December",121.0,144.0,74.0,6.9,5.0,64.7,1080.0,1920.0,16:9,441.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Vibe X2,2300,270 EUR,Mediatek MT6595M,PowerVR G600,IPS,Lenovo246,False,False,2014.0,"September. Released 2014, October",120.0,140.2,68.6,7.3,5.0,71.7,1080.0,1920.0,16:9,441.0,Android 4.4 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n/ac,False,4.1
Vibe X2 Pro,2410,330 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,IPS,Lenovo246,False,False,2015.0,"January. Released 2015, April",140.0,146.3,71.0,7.0,5.3,74.6,1080.0,1920.0,16:9,416.0,Android 4.4 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n/ac,False,4.0
Vibe Z K910,3000,480 EUR,Qualcomm Snapdragon 800 (28 nm),Adreno 330,IPS,Lenovo246,False,False,2013.0,"November. Released 2013, November",145.2,149.1,77.0,7.9,5.5,72.6,1080.0,1920.0,16:9,401.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.0
