DeviceName,Sensor
Z5 Pro,Infrared Face ID
Z5 Pro,fingerprint (under display
Z5 Pro,optical)
Z5 Pro,accelerometer
Z5 Pro,gyro
Z5 Pro,proximity
Z5 Pro,compass
S5 Pro,Infrared Face ID
S5 Pro,fingerprint (rear-mounted)
S5 Pro,accelerometer
S5 Pro,proximity
S5 Pro,compass
K5 Pro,Fingerprint (rear-mounted)
K5 Pro,accelerometer
K5 Pro,proximity
K5 Pro,compass
K9,Fingerprint (rear-mounted)
K9,accelerometer
K9,proximity
Z5,Fingerprint (rear-mounted)
Z5,accelerometer
Z5,proximity
Z5,compass
K5 Note (2018),Fingerprint (rear-mounted)
K5 Note (2018),accelerometer
K5 Note (2018),proximity
K5 Note (2018),compass
A5,Fingerprint (rear-mounted)
A5,accelerometer
A5,proximity
K5 play,Fingerprint (rear-mounted)
K5 play,accelerometer
K5 play,proximity
K5 play,compass
K5,Fingerprint (rear-mounted)
K5,accelerometer
K5,proximity
K5,compass
S5,Fingerprint (rear-mounted)
S5,accelerometer
S5,proximity
S5,compass
K320t,Fingerprint (rear-mounted)
K320t,accelerometer
K320t,proximity
moto tab,Fingerprint (front-mounted)
moto tab,accelerometer
moto tab,proximity
Tab 7 Essential,Accelerometer
Tab 7,Accelerometer
K8 Plus,Fingerprint (rear-mounted)
K8 Plus,accelerometer
K8 Plus,gyro
K8 Plus,proximity
K8 Plus,compass
K8,Fingerprint (rear-mounted)
K8,accelerometer
K8,gyro
K8,proximity
K8,compass
Tab 4 10 Plus,Fingerprint (front-mounted)
Tab 4 10 Plus,accelerometer
Tab 4 10,Accelerometer
Tab 4 8 Plus,Fingerprint (side-mounted)
Tab 4 8 Plus,accelerometer
Tab 4 8 Plus,proximity (8704X/8704N only)
Tab 4 8,Accelerometer
Tab 4 8,proximity (LTE model only)
Tab3 8 Plus,Accelerometer
Tab3 8 Plus,proximity
Tab3 8 Plus,compass
ZUK Edge,Fingerprint (front-mounted)
ZUK Edge,accelerometer
ZUK Edge,gyro
ZUK Edge,proximity
ZUK Edge,compass
ZUK Edge,heart rate
ZUK Edge,altimeter
A6600 Plus,Accelerometer
A6600 Plus,proximity
A6600,Accelerometer
A6600,proximity
B,Accelerometer
A Plus,Accelerometer
P2,Fingerprint (front-mounted)
P2,accelerometer
P2,gyro
P2,proximity
P2,compass
K6 Note,Fingerprint (rear-mounted)
K6 Note,accelerometer
K6 Note,gyro
K6 Note,proximity
K6 Note,compass
K6 Power,Fingerprint (rear-mounted)
K6 Power,accelerometer
K6 Power,gyro
K6 Power,proximity
K6 Power,compass
K6,Fingerprint (rear-mounted)
K6,accelerometer
K6,proximity
K6,compass
Vibe A,Accelerometer
C2,Accelerometer
C2,proximity
Phab2 Plus,Fingerprint (rear-mounted)
Phab2 Plus,accelerometer
Phab2 Plus,gyro
Phab2 Plus,proximity
Phab2 Plus,compass
Phab2,Accelerometer
Phab2,gyro
Phab2,proximity
Phab2,compass
Phab2 Pro,Fingerprint (rear-mounted)
Phab2 Pro,accelerometer
Phab2 Pro,gyro
Phab2 Pro,proximity
Phab2 Pro,compass
Vibe C,Accelerometer
ZUK Z2 Pro,Fingerprint (front-mounted)
ZUK Z2 Pro,accelerometer
ZUK Z2 Pro,gyro
ZUK Z2 Pro,proximity
ZUK Z2 Pro,compass
ZUK Z2 Pro,heart rate
ZUK Z2 Pro,altimeter
Tab3 10,Accelerometer
Tab3 8,Accelerometer
Tab3 7,Accelerometer
Vibe K5 Plus,Accelerometer
Vibe K5 Plus,proximity
Vibe K5,Accelerometer
Vibe K5,proximity
A7000 Turbo,Accelerometer
A7000 Turbo,proximity
A7000 Turbo,compass
Vibe P1 Turbo,Fingerprint (front-mounted)
Vibe P1 Turbo,accelerometer
Vibe P1 Turbo,gyro
Vibe P1 Turbo,proximity
Vibe P1 Turbo,compass
K5 Note,Fingerprint (rear-mounted)
K5 Note,accelerometer
K5 Note,gyro
K5 Note,proximity
K5 Note,compass
Lemon 3,Accelerometer
Lemon 3,proximity
Vibe S1 Lite,Accelerometer
Vibe S1 Lite,proximity
Vibe S1 Lite,compass
Vibe K4 Note,Fingerprint (rear-mounted)
Vibe K4 Note,accelerometer
Vibe K4 Note,gyro
Vibe K4 Note,proximity
Vibe K4 Note,compass
A3690,Accelerometer
A3690,proximity
Yoga Tab 3 Pro,Accelerometer
Yoga Tab 3 Pro,compass
Yoga Tab 3 8.0,Accelerometer
A1000,Accelerometer
Phab,Accelerometer
Phab,proximity
Phab,compass
Phab Plus,Accelerometer
Phab Plus,proximity
Phab Plus,compass
Vibe P1,Fingerprint (front-mounted)
Vibe P1,accelerometer
Vibe P1,proximity
A6010 Plus,Accelerometer
A6010 Plus,proximity
A6010,Accelerometer
A6010,proximity
Vibe P1m,Accelerometer
Vibe P1m,proximity
Vibe S1,Accelerometer
Vibe S1,proximity
A2010,Accelerometer
A3900,Accelerometer
A3900,proximity
S60,Accelerometer
S60,proximity
S60,compass
A6000 Plus,Accelerometer
A6000 Plus,proximity
A1900,Accelerometer
A1900,proximity
K3 Note,Accelerometer
K3 Note,proximity
K3 Note,compass
Vibe Shot,Accelerometer
Vibe Shot,proximity
Vibe Shot,compass
A7000 Plus,Accelerometer
A7000 Plus,gyro
A7000 Plus,proximity
A7000 Plus,compass
A7000,Accelerometer
A7000,proximity
A5000,Accelerometer
A5000,proximity
Tab 2 A10-70,Accelerometer
Tab 2 A8-50,Accelerometer
P70,Accelerometer
P70,proximity
Tab 2 A7-30,Accelerometer
Tab 2 A7-20,Accelerometer
Tab 2 A7-10,Accelerometer
A6000,Accelerometer
A6000,proximity
P90,Accelerometer
P90,proximity
P90,compass
Vibe X2 Pro,Accelerometer
Vibe X2 Pro,proximity
Vibe X2 Pro,compass
K3,Accelerometer
K3,proximity
K3,compass
Golden Warrior Note 8,Accelerometer
A916,Accelerometer
A916,proximity
A319,Accelerometer
A319,proximity
S856,Accelerometer
S856,proximity
S580,Accelerometer
S580,proximity
S90 Sisley,Accelerometer
S90 Sisley,proximity
A606,Accelerometer
A606,proximity
Yoga Tablet 2 10.1,Accelerometer
Yoga Tablet 2 10.1,compass
Yoga Tablet 2 8.0 ,Accelerometer
Yoga Tablet 2 8.0 ,compass
Tab S8,Accelerometer
Vibe X2,Accelerometer
Vibe X2,proximity
Vibe X2,compass
Vibe Z2,Accelerometer
Vibe Z2,gyro
Vibe Z2,proximity
Vibe Z2,compass
A850+,Accelerometer
A850+,proximity
Vibe Z2 Pro,Accelerometer
Vibe Z2 Pro,proximity
Vibe Z2 Pro,compass
Golden Warrior A8,Accelerometer
Golden Warrior A8,proximity
Golden Warrior S8,Accelerometer
Golden Warrior S8,proximity
S939,Accelerometer
S939,proximity
S750,Accelerometer
S750,proximity
A889,Accelerometer
A889,proximity
A889,compass
A680,Accelerometer
A316i,Accelerometer
A316i,proximity
A536,Accelerometer
A536,proximity
A10-70 A7600,Accelerometer
A8-50 A5500,Accelerometer
A7-50 A3500,Accelerometer
A7-50 A3500,proximity
A7-30 A3300,Accelerometer
Yoga Tablet 10 HD+,Accelerometer
Yoga Tablet 10 HD+,compass
S860,Accelerometer
S860,proximity
S850,Accelerometer
S850,proximity
S660,Accelerometer
S660,proximity
A880,Accelerometer
A880,proximity
A859,Accelerometer
A859,proximity
S930,Accelerometer
S930,proximity
S930,compass
S650,Accelerometer
S650,proximity
Vibe Z K910,Accelerometer
Vibe Z K910,proximity
Vibe Z K910,compass
Yoga Tablet 10,Accelerometer
Yoga Tablet 10,compass
Yoga Tablet 8,Accelerometer
Yoga Tablet 8,compass
A630,Accelerometer
A516,Accelerometer
A516,proximity
Vibe X S960,Accelerometer
Vibe X S960,gyro
Vibe X S960,proximity
Vibe X S960,compass
S5000,Accelerometer
A850,Accelerometer
A850,proximity
P780,Accelerometer
P780,proximity
S820,Accelerometer
S820,proximity
A390,Accelerometer
A390,proximity
A369i,Accelerometer
A369i,proximity
S920,Accelerometer
S920,proximity
S920,compass
IdeaTab S6000H,Accelerometer
IdeaTab S6000H,compass
IdeaTab S6000F,Accelerometer
IdeaTab S6000L,Accelerometer
IdeaTab A3000,Accelerometer
IdeaTab A1000,Accelerometer
K900,Accelerometer
K900,proximity
K900,compass
S890,Accelerometer
S890,proximity
A800,Accelerometer
A800,proximity
A789,Accelerometer
A789,proximity
S720,Accelerometer
S720,proximity
P770,Accelerometer
P770,proximity
A660,Accelerometer
A660,proximity
K860,Accelerometer
K860,proximity
K860,compass
P700i,Accelerometer
P700i,proximity
P700i,compass
IdeaPad K1,Accelerometer
IdeaPad K1,compass
Ultra Tab,Accelerometer
W41 Pro,Fingerprint (rear-mounted)
W41 Pro,accelerometer
W41 Pro,proximity
W41+,Fingerprint (rear-mounted)
W41+,accelerometer
W41+,proximity
W41,Fingerprint (rear-mounted)
W41,accelerometer
W41,proximity
W31+,Fingerprint (rear-mounted)
W31+,accelerometer
W31+,proximity
W31,Fingerprint (rear-mounted)
W31,accelerometer
W31,proximity
K92 5G,Fingerprint (side-mounted)
K92 5G,accelerometer
K92 5G,proximity
K92 5G,compass
K62,Fingerprint (side-mounted)
K62,accelerometer
K62,proximity
K62,compass
Q52,Fingerprint (side-mounted)
Q52,accelerometer
Q52,proximity
Q52,compass
K52,Fingerprint (side-mounted)
K52,accelerometer
K52,proximity
K52,compass
K42,Fingerprint (side-mounted)
K42,accelerometer
K42,proximity
K42,compass
K22,Accelerometer
K22,proximity
K22,compass
Q92 5G,Fingerprint (side-mounted)
Q92 5G,accelerometer
Q92 5G,gyro
Q92 5G,proximity
Q92 5G,compass
Q31,Accelerometer
K31,Fingerprint (rear-mounted)
K31,accelerometer
W10 Alpha,Accelerometer
W10 Alpha,proximity
K61,Fingerprint (rear-mounted)
K61,accelerometer
K61,gyro
K61,proximity
K61,compass
K51S,Fingerprint (rear-mounted)
K51S,accelerometer
K51S,proximity
K51S,compass
K41S,Fingerprint (rear-mounted)
K41S,accelerometer
K41S,proximity
K41S,compass
G Pad 5 10.1,Fingerprint (side-mounted)
G Pad 5 10.1,accelerometer
V50S ThinQ 5G,Fingerprint (under display
V50S ThinQ 5G,optical)
V50S ThinQ 5G,accelerometer
V50S ThinQ 5G,gyro
V50S ThinQ 5G,proximity
V50S ThinQ 5G,compass
V50S ThinQ 5G,barometer
G8X ThinQ,Fingerprint (under display
G8X ThinQ,optical)
G8X ThinQ,accelerometer
G8X ThinQ,gyro
G8X ThinQ,proximity
G8X ThinQ,compass
G8X ThinQ,barometer
K30 (2019),Accelerometer
K30 (2019),proximity
K20 (2019),Accelerometer
K20 (2019),proximity
K40S,Fingerprint (rear-mounted)
K40S,accelerometer
K40S,proximity
K50S,Fingerprint (rear-mounted)
K50S,accelerometer
K50S,proximity
W30 Pro,Fingerprint (rear-mounted)
W30 Pro,accelerometer
W30 Pro,gyro
W30 Pro,proximity
W30,Fingerprint (rear-mounted)
W30,accelerometer
W30,gyro
W30,proximity
W10,Fingerprint (rear-mounted)
W10,accelerometer
W10,gyro
W10,proximity
Stylo 5,Fingerprint (rear-mounted)
Stylo 5,accelerometer
Stylo 5,proximity
V50 ThinQ 5G,Fingerprint (rear-mounted)
V50 ThinQ 5G,accelerometer
V50 ThinQ 5G,gyro
V50 ThinQ 5G,proximity
V50 ThinQ 5G,compass
V50 ThinQ 5G,barometer
G8 ThinQ,Face ID
G8 ThinQ,Hand ID
G8 ThinQ,fingerprint (rear-mounted)
G8 ThinQ,accelerometer
G8 ThinQ,gyro
G8 ThinQ,proximity
G8 ThinQ,compass
G8 ThinQ,barometer
Q60,Fingerprint (rear-mounted)
Q60,accelerometer
Q60,proximity
Q60,compass
K50,Fingerprint (rear-mounted)
K50,accelerometer
K50,proximity
K40,Fingerprint (rear-mounted)
K40,accelerometer
K40,proximity
K40,compass
V40 ThinQ,Fingerprint (rear-mounted)
V40 ThinQ,accelerometer
V40 ThinQ,gyro
V40 ThinQ,proximity
V40 ThinQ,compass
V40 ThinQ,barometer
Tribute Empire,Accelerometer
Tribute Empire,proximity
Candy,Fingerprint (rear-mounted)
Candy,accelerometer
Candy,proximity
G7 Fit,Fingerprint (rear-mounted)
G7 Fit,accelerometer
G7 Fit,gyro
G7 Fit,proximity
G7 Fit,compass
Q8 (2018),Fingerprint (rear-mounted)
Q8 (2018),accelerometer
Q8 (2018),gyro
Q8 (2018),proximity
Q8 (2018),compass
K11 Plus,Fingerprint (rear-mounted)
K11 Plus,accelerometer
K11 Plus,proximity
K11 Plus,compass
Q Stylo 4,Fingerprint (rear-mounted)
Q Stylo 4,accelerometer
Q Stylo 4,gyro
Q Stylo 4,proximity
Q Stylo 4,compass
Q Stylus,Fingerprint (rear-mounted)
Q Stylus,accelerometer
Q Stylus,gyro
Q Stylus,proximity
Q Stylus,compass
V35 ThinQ,Fingerprint (rear-mounted)
V35 ThinQ,accelerometer
V35 ThinQ,gyro
V35 ThinQ,proximity
V35 ThinQ,compass
V35 ThinQ,barometer
V35 ThinQ,color spectrum
Q7,Fingerprint (rear-mounted)
Q7,accelerometer
Q7,gyro
Q7,proximity
Q7,compass
G7 ThinQ,Fingerprint (rear-mounted)
G7 ThinQ,accelerometer
G7 ThinQ,gyro
G7 ThinQ,proximity
G7 ThinQ,compass
G7 ThinQ,barometer
V30S ThinQ,Fingerprint (rear-mounted)
V30S ThinQ,accelerometer
V30S ThinQ,gyro
V30S ThinQ,proximity
V30S ThinQ,compass
V30S ThinQ,barometer
V30S ThinQ,color spectrum
Zone 4,Fingerprint (rear-mounted)
Zone 4,accelerometer
Zone 4,proximity
X power 3,Fingerprint (rear-mounted)
X power 3,accelerometer
X power 3,proximity
K30,Fingerprint (rear-mounted)
K30,accelerometer
K30,proximity
K30,compass
K10 (2018),Fingerprint (rear-mounted)
K10 (2018),accelerometer
K10 (2018),proximity
K10 (2018),compass
K8 (2018),Accelerometer
K8 (2018),proximity
Aristo 2,Accelerometer
Aristo 2,proximity
X4+,Fingerprint (rear-mounted)
X4+,accelerometer
X4+,proximity
X4+,compass
V30,Fingerprint (rear-mounted)
V30,accelerometer
V30,gyro
V30,proximity
V30,compass
V30,barometer
V30,color spectrum
Q8 (2017),Fingerprint (rear-mounted)
Q8 (2017),accelerometer
Q8 (2017),gyro
Q8 (2017),proximity
Q8 (2017),compass
Q6,Accelerometer
Q6,gyro
Q6,proximity
Q6,compass
G Pad IV 8.0 FHD,Accelerometer
G Pad IV 8.0 FHD,compass
X venture,Fingerprint (front-mounted)
X venture,accelerometer
X venture,gyro
X venture,proximity
X venture,compass
X venture,barometer
G6,Fingerprint (rear-mounted)
G6,accelerometer
G6,gyro
G6,proximity
G6,compass
G6,barometer
X power2,Accelerometer
X power2,gyro
X power2,proximity
X power2,compass
Stylo 3 Plus,Fingerprint (rear-mounted)
Stylo 3 Plus,accelerometer
Stylo 3 Plus,gyro
Stylo 3 Plus,proximity
Stylo 3 Plus,compass
Stylus 3,Fingerprint (rear-mounted)
Stylus 3,accelerometer
Stylus 3,gyro
Stylus 3,proximity
Stylus 3,compass
Harmony,Accelerometer
Harmony,proximity
Harmony,compass
K20 plus,Fingerprint (rear-mounted)
K20 plus,accelerometer
K20 plus,proximity
K20 plus,compass
K10 (2017),Fingerprint (rear-mounted)
K10 (2017),accelerometer
K10 (2017),proximity
K10 (2017),compass
K8 (2017),Accelerometer
K8 (2017),proximity
K7 (2017),Accelerometer
K7 (2017),proximity
K4 (2017),Accelerometer
K4 (2017),proximity
K3 (2017),Accelerometer
G Pad III 10.1 FHD,Accelerometer
V20,Fingerprint (rear-mounted)
V20,accelerometer
V20,gyro
V20,proximity
V20,compass
V20,barometer
V20,color spectrum
X Skin,Accelerometer
X Skin,proximity
X Skin,compass
X5,Accelerometer
X5,proximity
X5,compass
X max,Accelerometer
X max,proximity
X max,compass
G Pad X 8.0,Accelerometer
G Pad X 8.0,compass
X power,Accelerometer
X power,proximity
X power,compass
X style,Accelerometer
X style,proximity
X style,compass
Stylus 2 Plus,Fingerprint (rear-mounted; region dependent)
Stylus 2 Plus,accelerometer
Stylus 2 Plus,proximity
Stylus 2 Plus,compass
Stylo 2,Accelerometer
Stylo 2,proximity
K5,Accelerometer
K5,proximity
K3,Accelerometer
G5 SE,Fingerprint (rear-mounted)
G5 SE,accelerometer
G5 SE,gyro
G5 SE,proximity
G5 SE,compass
G5 SE,barometer
G5 SE,color spectrum
G5,Fingerprint (rear-mounted)
G5,accelerometer
G5,gyro
G5,proximity
G5,compass
G5,barometer
G5,color spectrum
X cam,Accelerometer
X cam,gyro
X cam,proximity
X cam,compass
K8,Accelerometer
K8,proximity
Stylus 2,Accelerometer
Stylus 2,proximity
K10,Accelerometer
K10,proximity
K4,Accelerometer
K4,proximity
Ray,Accelerometer
Ray,proximity
G Vista 2,Accelerometer
G Vista 2,proximity
G Vista 2,compass
G Vista 2,color spectrum
Zero,Accelerometer
Zero,proximity
Zero,compass
G Pad II 10.1,Yes
G Pad II 8.0 LTE,Accelerometer
G Pad II 8.0 LTE,compass
Wine Smart,Yes
Tribute 2,Accelerometer
Tribute 2,proximity
Bello II,Accelerometer
Bello II,proximity
G4 Beat,Accelerometer
G4 Beat,proximity
G4 Beat,compass
G4 Beat,color spectrum
G4c,Accelerometer
G4c,proximity
G4c,compass
G Stylo,Accelerometer
G Stylo,proximity
G4 Stylus,Accelerometer
G4 Stylus,proximity
AKA,Accelerometer
AKA,proximity
Magna,Accelerometer
Magna,proximity
Magna,compass
Spirit,Accelerometer
Spirit,proximity
Leon,Accelerometer
Leon,proximity
Leon,compass
Joy,Accelerometer
G Flex2,Accelerometer
G Flex2,gyro
G Flex2,proximity
G Flex2,compass
G Flex2,color spectrum
Tribute,Accelerometer
Tribute,proximity
G2 Lite,Accelerometer
G2 Lite,proximity
G3 Dual-LTE,Accelerometer
G3 Dual-LTE,gyro
G3 Dual-LTE,proximity
G3 Dual-LTE,compass
G3 Screen,Accelerometer
G3 Screen,gyro
G3 Screen,proximity
G3 Screen,compass
F60,Accelerometer
F60,proximity
L60,Accelerometer
L60,proximity
G3 Stylus,Accelerometer
G3 Stylus,proximity
G3 Stylus,compass
L Bello,Accelerometer
L Bello,proximity
L Fino,Accelerometer
L Fino,proximity
G Pad 8.0 LTE,Accelerometer
G Pad 8.0 LTE,compass
G Vista,Accelerometer
G Vista,proximity
G Vista,compass
G3 A,Accelerometer
G3 A,gyro
G3 A,proximity
G3 A,compass
G Pad 7.0 LTE,Accelerometer
G Pad 7.0 LTE,compass
L50,Accelerometer
L50,proximity
L50,compass
G Vista (CDMA),Accelerometer
G Vista (CDMA),proximity
G Vista (CDMA),compass
G3 LTE-A,Accelerometer
G3 LTE-A,gyro
G3 LTE-A,proximity
G3 LTE-A,compass
G3 S,Accelerometer
G3 S,proximity
G3 S,compass
L65 D280,Accelerometer
L65 D280,proximity
G3 (CDMA),Accelerometer
G3 (CDMA),gyro
G3 (CDMA),proximity
G3 (CDMA),compass
G3,Accelerometer
G3,gyro
G3,proximity
G3,compass
Volt,Accelerometer
Volt,proximity
Volt,compass
G Pad 10.1 LTE,Accelerometer
G Pad 10.1 LTE,compass
G Pad 10.1,Accelerometer
G Pad 10.1,compass
G Pad 8.0,Accelerometer
G Pad 8.0,compass
G Pad 7.0,Accelerometer
G Pad 7.0,compass
L80,Accelerometer
L80,proximity
Lucid 3 VS876,Accelerometer
Lucid 3 VS876,proximity
Lucid 3 VS876,compass
L65 Dual D285,Accelerometer
L65 Dual D285,proximity
G Pad 8.3 LTE,Accelerometer
G Pad 8.3 LTE,gyro
G Pad 8.3 LTE,compass
F70 D315,Accelerometer
F70 D315,proximity
G2 mini LTE (Tegra),Accelerometer
G2 mini LTE (Tegra),proximity
G2 mini LTE (Tegra),compass
G2 mini LTE,Accelerometer
G2 mini LTE,proximity
G2 mini LTE,compass
G2 mini,Accelerometer
G2 mini,proximity
G2 mini,compass
L90 Dual D410,Accelerometer
L90 Dual D410,proximity
L90 Dual D410,compass
L90 D405,Accelerometer
L90 D405,proximity
L90 D405,compass
L70 D320N,Accelerometer
L70 D320N,proximity
L70 Dual D325,Accelerometer
L70 Dual D325,proximity
L40 D160,Accelerometer
L40 Dual D170,Accelerometer
G Pro 2,Accelerometer
G Pro 2,gyro
G Pro 2,proximity
G Pro 2,compass
Optimus F3Q,Accelerometer
Optimus F3Q,proximity
GX F310L,Accelerometer
GX F310L,gyro
GX F310L,proximity
GX F310L,compass
Nexus 5,Accelerometer
Nexus 5,gyro
Nexus 5,proximity
Nexus 5,compass
Nexus 5,barometer
G Flex,Accelerometer
G Flex,gyro
G Flex,proximity
G Flex,compass
G Pro Lite,Accelerometer
G Pro Lite,proximity
G Pro Lite,compass
G Pro Lite Dual,Accelerometer
G Pro Lite Dual,proximity
G Pro Lite Dual,compass
G Pad 8.3,Accelerometer
G Pad 8.3,gyro
G Pad 8.3,compass
G2,Accelerometer
G2,gyro
G2,proximity
G2,compass
Optimus L9 II,Accelerometer
Optimus L9 II,proximity
Optimus L9 II,compass
Enact VS890,Accelerometer
Enact VS890,proximity
Enact VS890,compass
Optimus GJ E975W,Accelerometer
Optimus GJ E975W,gyro
Optimus GJ E975W,proximity
Optimus GJ E975W,compass
Optimus F3,Accelerometer
Optimus F3,proximity
Lucid2 VS870,Accelerometer
Lucid2 VS870,proximity
Lucid2 VS870,compass
Optimus F7,Accelerometer
Optimus F7,proximity
Optimus F7,compass
Optimus F6,Accelerometer
Optimus F6,proximity
Optimus F6,compass
Optimus F5,Accelerometer
Optimus F5,proximity
Optimus F5,compass
Optimus G Pro E985,Accelerometer
Optimus G Pro E985,gyro
Optimus G Pro E985,proximity
Optimus G Pro E985,compass
Optimus L7 II Dual P715,Accelerometer
Optimus L7 II Dual P715,proximity
Optimus L7 II Dual P715,compass
Optimus L7 II P710,Accelerometer
Optimus L7 II P710,proximity
Optimus L7 II P710,compass
Nexus 4 E960,Accelerometer
Nexus 4 E960,gyro
Nexus 4 E960,proximity
Nexus 4 E960,compass
Nexus 4 E960,barometer
A390,
Mach LS860,Accelerometer
Mach LS860,proximity
Mach LS860,compass
Optimus L9 P769,Accelerometer
Optimus L9 P769,proximity
Optimus L9 P769,compass
Optimus Vu II F200,Accelerometer
Optimus Vu II F200,gyro
Optimus Vu II F200,proximity
Optimus Vu II F200,compass
Optimus G E970,Accelerometer
Optimus G E970,gyro
Optimus G E970,proximity
Optimus G E970,compass
Optimus G E975,Accelerometer
Optimus G E975,gyro
Optimus G E975,proximity
Optimus G E975,compass
Intuition VS950,Accelerometer
Intuition VS950,gyro
Intuition VS950,proximity
Intuition VS950,compass
Escape P870,Accelerometer
Escape P870,proximity
Escape P870,compass
Optimus L9 P760,Accelerometer
Optimus L9 P760,proximity
Optimus L9 P760,compass
Motion 4G MS770,Accelerometer
Motion 4G MS770,proximity
Motion 4G MS770,compass
Optimus Vu P895,Accelerometer
Optimus Vu P895,gyro
Optimus Vu P895,proximity
Optimus Vu P895,compass
Optimus True HD LTE P936,Accelerometer
Optimus True HD LTE P936,gyro
Optimus True HD LTE P936,proximity
Optimus True HD LTE P936,compass
Lucid 4G VS840,Accelerometer
Lucid 4G VS840,proximity
Optimus 4X HD P880,Accelerometer
Optimus 4X HD P880,gyro
Optimus 4X HD P880,proximity
Optimus 4X HD P880,compass
Optimus 3D Max P720,Accelerometer
Optimus 3D Max P720,gyro
Optimus 3D Max P720,proximity
Optimus 3D Max P720,compass
Optimus Vu F100S,Accelerometer
Optimus Vu F100S,gyro
Optimus Vu F100S,proximity
Optimus Vu F100S,compass
Optimus Pad LTE,Accelerometer
Optimus Pad LTE,proximity
Optimus Pad LTE,compass
Connect 4G MS840,Accelerometer
Connect 4G MS840,proximity
Connect 4G MS840,compass
Viper 4G LTE LS840,Accelerometer
Viper 4G LTE LS840,proximity
Viper 4G LTE LS840,compass
Spectrum VS920,Accelerometer
Spectrum VS920,gyro
Spectrum VS920,proximity
Spectrum VS920,compass
Prada 3.0,Accelerometer
Prada 3.0,gyro
Prada 3.0,proximity
Prada 3.0,compass
Nitro HD,Accelerometer
Nitro HD,gyro
Nitro HD,proximity
Nitro HD,compass
Optimus 4G LTE P935,Accelerometer
Optimus 4G LTE P935,gyro
Optimus 4G LTE P935,proximity
Optimus 4G LTE P935,compass
Optimus EX SU880,Accelerometer
Optimus EX SU880,proximity
Optimus EX SU880,compass
Optimus Q2 LU6500,Accelerometer
Optimus Q2 LU6500,gyro
Optimus Q2 LU6500,proximity
Optimus Q2 LU6500,compass
Thrill 4G P925,Accelerometer
Thrill 4G P925,gyro
Thrill 4G P925,proximity
Thrill 4G P925,compass
Optimus 3D P920,Accelerometer
Optimus 3D P920,gyro
Optimus 3D P920,proximity
Optimus 3D P920,compass
Optimus Pad V900,Accelerometer
Optimus Pad V900,proximity
Optimus Pad V900,compass
Optimus 2X SU660,Accelerometer
Optimus 2X SU660,gyro
Optimus 2X SU660,proximity
Optimus 2X SU660,compass
Optimus 2X,Accelerometer
Optimus 2X,gyro
Optimus 2X,proximity
Optimus 2X,compass
S5000,
C210,Yes
G310,Fingerprint (side-mounted)
G310,accelerometer
G310,proximity
G42,Fingerprint (side-mounted)
G42,accelerometer
G42,proximity
G42,compass
C300,Fingerprint (side-mounted)
C300,accelerometer
C300,proximity
C300,barometer
C110,Accelerometer
C110,proximity
C110,barometer
